AXIOMS Luce.abs_cyclicGridKernel_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_survivor_window_mean_lower: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_weight_mean_drift: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_weight_quantile_window_probability: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_weight_random_time_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.deleted_weight_scaled_chebyshev: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.density_envelope_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.density_perturbation68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.depth_decay_mono: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.descPochhammer_shift65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.discarded_expectation_real_of_nat: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.disjoint_filter_card_sum_le65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.disjoint_indicators_sum_le_one65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.endpointEstimates_mono67: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.endpoint_block_terminal_buffer: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.endpoint_envelope_target_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.escaping_cycle_probability_le_cylinders: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.escaping_cycle_probability_le_paths: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exactCycleVertexCount_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_column_summable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_column_tail: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_le_exp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_nonneg: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_restricted_sums: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_row_summable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_row_tail: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_support: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_target_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptionalEnvelope_transpose_restricted_sums: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptional_envelope_mono_decay: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exceptional_weighted_factor_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.excursionCount_le_logarithmic65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.excursionCycleCount_symm65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exists_escaping_cycle_tail: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exists_interior_label_block: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exists_populationG_eq: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exists_power_exp_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exp_abs_shift_bound68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exp_neg_min_le_sum: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exp_neg_rate_log_ratio: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exp_pathVariation68_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exponentialGapMass_factor: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exponentialGapMass_le_survival: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exponentialGapMass_normalized_pow_le: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exponentialPDF_toReal_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exponentialRace_biInter_disjoint_support: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exponentialRace_inter_of_disjoint_support: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.exponential_le_power: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.extremeTypicalEnvelope_le_exceptional: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.extremeTypicalEnvelope_nonneg: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.extreme_moment_absorption: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.extreme_ratio_bounds: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.factorial_core_error_inputs: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.factorial_error_algebra: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.factorial_finite_common_upper_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.factorial_finite_positive_lower_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fallingBasis65_apply: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_arrival_boundary_continuous: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_arrival_boundary_hasDerivAt: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_arrival_boundary_tendsto: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_arrival_prototype_error: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_arrival_quadrature: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_arrival_tail_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_power_envelope_average_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_weighted_prototype_error: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_weighted_quadrature: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.fast_weighted_tail_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.filter_card_le_add65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.filter_card_real65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.filtered_cycle_count_eq_indicator_sum: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.filtered_cycle_count_eq_root_count: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.filtered_cycle_expectation_eq_probability_sum: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.filtered_root_orbit_count_symm65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_average_deletion: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_average_deletion_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_exponential_product_density: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_indicator_sum_eq_subtype: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_limit_eventually_bounds: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_local_comparison: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_local_kernel_bounds: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_nonneg_le_one_add_sum: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_or_weight_sum: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_positive_lower_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_rank_cylinder_domination: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_rank_cylinder_reindex: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_sampled_rate_ratio_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_uniform_cycle_constants: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.finite_union_weight_sum: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.forward_path_escape_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.forward_path_occupation_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.forward_path_terminal_potential: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapCoordinates_map_law: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapOrderedInsertion_congr_on_block: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapOrderedKernel_eq_simplex_lintegral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapOrderedKernel_eq_simplex_measure: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapOrderedKernel_le_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapOrderedProduct_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapSimplexIntegral_ae_eq_openValue: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapSimplexIntegral_eq_open: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapSimplexIntegral_integrable_and_eq: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapSimplexProduct_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapSimplexRegion_ae_eq_open: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapSimplexRegion_preimage: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStartFromNormalized_congr: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStartFromNormalized_eq_previous: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStartFromNormalized_nonneg: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStartFromNormalized_update: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStart_indep_current: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStart_lt_imp_beforeCount: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStart_lt_of_beforeCount: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gapStart_survival_moment_factorization: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gap_label_blocks_disjoint: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gap_moment_coordinate_slice: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gap_start_eq_skeleton_add_selected: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gap_start_eq_skeleton_add_selected_indices: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussianMoment65_deriv: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussianMoment65_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussianMoment65_rec: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussianMoment65_sum_rec: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussianMoment65_zero: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussian_blocks_characteristic65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussian_charFun_one_tendsto_of_moments: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.gaussian_moment_remainder_tendsto: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.half_relative_error_bounds: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.harmonic_interval_sum67: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.harmonic_real_subset67: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealCoreLower_log_sublinear68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealCoreLower_pos68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealCycleWeight_log68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_floor68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_left_sub68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealRootTrace_right_sub68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace68_window_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialTrace_meanApprox65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealSpatialWindow68_eventually: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTrace_eq_logDistinct68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTrace_meanApprox65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTrace_refined68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTrace_restrict68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTupleRoot_left_le68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.idealTupleRoot_right_gt68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.ideal_core_eventual_domain: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.ideal_core_lower_tendsto: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.ideal_core_nonempty_eventually: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.ideal_core_upper_le_div: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.ideal_core_upper_le_population: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.imaginary_exp_integrable65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.imaginary_exp_lipschitz65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.inactive_coefficient_zero65: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.inactive_terminal_kernel_row_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.inactive_terminal_kernel_subset_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.inactive_terminal_ordinary_row_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_continuous: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_deriv_bound: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_deriv_continuous: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_exponential_envelope: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_exponential_moment: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_hasDerivAt: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_integrable: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_integral: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_pos: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.incrementDensity_traceDensity68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.independent_real_coordinates_avoid_ae: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.independent_real_coordinates_injective_ae: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.initial_block_remaining_rate: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.injective_update_clock: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionChoices_nonempty: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionDominationENN_le_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionDominationMatrix_attained: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionDominationMatrix_le_one: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionDominationMatrix_nonneg: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionDominationMatrix_row_le_size: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionDominationMatrix_row_selection: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionDominationMatrix_weighted_row_le_size: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertionDominationMatrix_weighted_row_transfer: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.insertion_envelope_mono: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrableOn_fast_arrival: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrableOn_fast_weighted_power: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrableOn_power_exp: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrableOn_slow_survival: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrableOn_weighted_power: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrable_density_envelope: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrable_exp_neg_abs68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrable_fin_cons68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrable_marked_gap_coordinate_product: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integrable_marked_gap_weighted_error: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integral_category_block_indicator: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integral_clockArrivalIndicator: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integral_comparison_good_bad: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integral_exp_neg_abs68: [propext, Classical.choice, Quot.sound]
AXIOMS Luce.Section6.integral_exp_substitution68: [propext, Classical.choice, Quot.sound]
